sim_id,peq,kappa,inc,nspot,lspot,tau,alpha_max
36,12.511396090818117,-0.3994631163661786,1.337812537107092,90,34.94038050684988,83.49281615146936,0.4967362536851503
37,25.273988406350046,-0.37146653646557315,0.7265963906626932,67,38.643273910507006,51.4535906079563,0.7649196251741037
38,28.212587330771537,-0.12453013157948978,1.3051135600130856,20,65.53080949654726,16.1044163266576,0.15622248557419213
39,19.424169122124425,-0.565907129840753,1.1884625020528194,29,96.41389151231348,75.27683747689238,0.3643916319859362
40,27.6362312349733,-0.025020924972734004,0.7162396725602015,62,78.63699662972769,20.191921959644777,0.6467920700645945
41,21.194143475312764,-0.911320334266227,0.45471135507631477,43,2.152732813809255,73.1885155090053,0.21229577019239548
42,2.2919949040563514,-0.9838409128630612,1.0359809279306516,18,39.012688479685366,19.82452059851134,0.08740622290893711
43,11.314133753099277,0.8084717511120953,0.6585675677613089,99,66.68901610023435,5.285383216823114,0.35400856804441333
44,22.131611833593062,0.16294759652045188,1.2785949684192608,61,49.41914970381781,81.12503376255889,0.26016452997978895
45,19.56272650955577,0.662747547931904,1.3562456440542792,82,53.205642786317775,17.54463807276426,0.05728485535369038
46,19.922916300302987,-0.4293559045049382,0.6797303709105087,10,15.14752904196045,41.31013959174249,0.1954425484892771
47,23.554012902239315,0.2980034787774135,1.016861905087821,15,34.302109669701,2.2879660514323885,0.8222641874233433
48,4.034813542183819,0.8803060863379526,1.200591133020714,80,53.49933052640097,37.50878923485048,0.10201872930503889
49,15.862600758740292,-0.05351487359491425,0.775618568632,54,28.295474522249677,53.07459832787782,0.9781492806481726
50,1.865298372395775,0.681346384238755,0.27086901311598915,10,77.40576514750464,44.054288580506906,0.07080654029833576
51,14.048804088730376,-0.7941647664350364,1.4779934086098958,96,11.97405777742988,70.2099242513614,0.05616181506962085
52,19.712278427645874,-0.6892955424005553,0.39442422375365627,51,97.7316555100163,38.44007355493658,0.07688455464842478
53,13.160614635880835,-0.10309199679114145,1.536984764835213,16,0.10017391765095862,48.79194526572708,0.14724022065806733
54,26.259096030884095,0.11322023625408573,0.9249975416022727,65,61.93532538424359,97.34329839722388,0.33693752498737595
55,22.512193106279952,0.608733744540054,1.5492475405062551,65,45.72337649626188,75.8652337976918,0.21443555662526656
56,15.241708837016443,0.09008348659404075,1.080790781123408,19,75.0571896568011,60.560029834574294,0.05390845255690245
57,3.1470458048207997,0.25868664278216924,0.7444995603248805,85,13.600007996130635,73.22464609847886,0.06885212659211638
58,4.736579458701732,-0.8784169401366599,0.8627365114198596,56,17.989036617108823,44.14992448731563,0.6567848086724813
59,11.353589815015,0.057466633418073565,1.257431643728156,77,68.77553385919111,19.850781418415743,0.34430759632839425
60,20.376854328312646,-0.7395043941338431,1.076358913427894,89,20.610146652360704,48.77018267595455,0.13146417058142865
61,7.281187938149161,0.21457360144935378,1.313419232693367,48,99.83954727301956,60.302347229178245,0.6602343334190205
62,16.200728688560694,-0.4715424779279489,0.8261952494234035,34,42.439940293843534,71.87222513395999,0.22243961377090557
63,12.684895433538934,0.5672892052927918,1.1275741278116411,29,11.576893484818706,93.99120134837395,0.05533620212777168
64,27.31050204838128,0.21694969269289954,0.840001057702816,24,21.98916117171381,27.120511485194175,0.08464386606346133
65,7.886901237025617,-0.9927062435683958,1.2618461187023224,55,94.03034015709453,67.97162623802399,0.06757131332211676
66,2.3602857772533725,0.07617615613048612,0.39093532204305,96,22.98612201595851,72.41282941232451,0.05914533929538005
67,11.573743620601947,0.6220387743949951,0.8982339576952624,4,51.53469061247088,46.91432450380617,0.20760466706035344
68,29.744740894894907,-0.3150056557998475,1.3187330168522204,46,0.7368402235243487,96.80265149654,0.146512779358695
69,24.678676916726403,0.7114617005550461,0.519116909489476,53,54.098298447011906,25.444529377905855,0.8931873346071542
70,20.272755806925673,-0.13157250804451248,0.5344549413572979,29,40.33285170863745,10.83885305416521,0.14547769315175438
71,28.38755098400541,0.9585356572045152,0.4977369002613593,8,65.36495123129119,3.089598851565578,0.056307261597522626
72,11.894334396314095,-0.2588283301253418,1.4543494090600328,46,63.44998709020061,98.08782641935711,0.06557475109785492
73,4.063902476998372,0.9339364422771266,0.6757321902880038,28,27.376119333402947,49.36484729965176,0.4789227262766101
74,14.15951941988877,0.570069401355791,1.2756564779043351,22,3.173259150020058,84.54310811897471,0.460388597987163
75,8.471528950896916,0.31367582928176097,0.6658154355989149,35,15.625612968181846,49.37906184674004,0.35415604214524127
76,1.0289089653213113,0.9557164650800944,0.9321914930365328,97,71.59403638029276,46.927379335189144,0.1022135651364244
77,14.172871486721814,0.9288853029477055,1.3661711675218597,24,64.12057985593265,54.48359834772782,0.13935349664913121
78,9.670552577924878,0.37722542699440664,0.7468015738843294,76,11.532965295745278,97.91597061553529,0.12358383436892481
79,10.94212781809251,-0.810863996594535,1.0527542957851774,1,91.36941250344638,82.37474706028983,0.9792043005677381
80,1.8633182916174575,-0.2878019476204876,0.5939964932888722,89,72.31189922123895,19.68323637782168,0.6938660508682393
81,2.491600627591367,-0.650514728632047,1.3405481507639245,36,8.143228920621093,0.9868538169279018,0.6048680524022468
82,19.447258352652458,-0.7604190599440437,0.9095800945874265,1,44.653786867558246,12.498738020894773,0.3749423467091097
83,22.32315708694933,0.616121973527118,1.5135377488247952,6,11.638939883589728,55.16503932201166,0.14841192520126598
84,13.617704880469997,-0.121806901163662,1.4089528723801532,72,61.14190629130992,4.787816511959752,0.9141791346345763
85,3.691507121275899,0.6018905262022469,1.4710479737985334,54,78.8135341462387,56.43996897360655,0.4412792393048253
86,22.51213753831253,0.34164494569425985,0.7557394729466461,69,5.079513604843189,26.929463167269585,0.4658448586868048
87,10.531781943216883,0.33616877938447765,1.3201038787979948,43,56.183368456290005,9.483850206072953,0.15225947676013596
88,24.131459847418594,-0.7948758917952092,1.0068268604170307,96,6.528435029962387,80.35836306218077,0.5582214472801064
89,17.99756995630174,-0.9495065703200452,1.017208400829831,5,74.23486419115105,14.686248136468016,0.4863637727388978
90,20.74442016560159,0.2732393556782666,0.17982591883543747,63,4.268741362710903,12.175815073885499,0.17769032101214127
91,9.013695799203985,-0.07866714098742511,0.40299423880330915,30,15.710328934942941,67.80904395673983,0.3360145004730583
92,1.867267485918544,-0.3518545178386663,1.1309550785767088,87,5.243760908292694,32.1214811739494,0.18057507220593258
93,11.046298935060435,0.9390356046248018,1.2167596391993387,30,93.77384220101378,6.34186558679759,0.2726973245577572
94,0.7538894169833228,0.3830019430089764,0.9247503951892048,10,76.38686550604797,96.68069676067421,0.7691040455956313
95,27.055403009420324,0.26648533486750625,0.43468874778607847,6,88.95905444899716,50.37523148033319,0.08506697170844332
96,17.423330441038296,0.5864107788403643,1.1233419332863197,60,32.34857116204455,98.14351252656208,0.3441621379658226
97,18.80269740084927,0.11651677347118539,1.5702041125150925,30,28.37901374050773,48.53464023827221,0.4726438622593622
98,24.264831899084662,-0.2018063699518562,1.2592713836658744,28,33.07728226369936,64.96364990305058,0.1247697903204599
99,13.729469403426883,0.29510928254407465,0.7078849665439507,90,43.785396522646046,17.171059387152642,0.16426998925284153
100,9.55593900121207,-0.9078787546774301,0.8030327044938942,8,9.94328720129044,27.89872245010041,0.11031728803708642
101,13.6906434211525,0.8001463471028505,1.519392278855611,17,74.10715761194183,33.18533039568224,0.05819007529739783
102,17.906600935432028,0.9914283872200136,1.5466258618585953,67,22.90741646384027,2.964278001094689,0.8523230309698738
103,15.515678326709383,-0.03815711524675658,1.5421100050959426,58,67.09940353673232,25.078340760351516,0.4966420031721618
104,3.62960747909942,0.47846060403048596,0.2010698457154396,40,31.820766370798747,29.88777864798702,0.35200858868346663
105,17.640230010447883,0.3284333586486001,1.4200431101291342,36,17.942998127076248,10.008003658039133,0.05282165439735266
106,29.387132332765436,0.887577036267706,1.5022601544947591,4,89.48095047983558,76.15975903090857,0.05515301387092198
107,26.81886248038783,-0.6036253360482999,1.5179663669960228,87,77.72298046442549,3.987381923326083,0.3061135649407388
108,19.172413599150698,0.9523248920698182,1.1045642840348384,95,56.64749221556368,92.1996594158164,0.631346675550395
109,28.262245260088797,0.2525996136133941,0.610310425763117,14,49.61255516624264,99.38567093489004,0.28088904183056385
110,27.158936988683564,-0.9959220887876041,1.5686417675672217,67,29.63140812122508,36.67126600795129,0.14597563377873032
111,21.80213546006924,0.789207967599239,1.350602670226416,17,80.96889022199238,1.9826557722840255,0.8513223719787983
112,6.878414378181047,-0.1389617274280539,0.8462350534348598,20,19.790469877042284,72.37574343970266,0.12662059201968132
113,0.9158294814908858,0.34968282165189124,0.5430861515928445,95,74.88304358208883,11.688069959513236,0.30402297059427813
114,24.32259873996351,-0.6993494000209481,1.5254689309077276,56,59.33960772361105,75.12576571683941,0.11264108993308716
115,11.322005347930682,-0.3980565534416265,1.4173739559175138,44,86.3392100754572,15.325165974915045,0.053375294432000765
116,8.6747623659534,0.7963022390849697,1.0226246563158368,26,92.05376556779706,89.42053899298269,0.2564099626856821
117,16.33964017438859,0.09734231652698533,1.3163009595894835,58,91.75857851445637,7.681825341269766,0.22430000933818783
118,24.219057540367174,-0.3613441622323008,0.7944399122835828,39,94.7368527538362,9.092451857464612,0.2409564387648372
119,19.648871008272632,0.8044337517995488,1.1064671764208025,93,23.695274221019236,76.12857760972621,0.1582110242104984
120,17.50424959843562,-0.7254963803696921,1.188472632954797,32,13.171888471838988,68.13257389533665,0.2384712299551394
121,28.400030127613395,-0.14564762446274604,0.3654785059276482,22,50.643060313158806,44.598658418787,0.07705204753218553
122,6.065926370458098,0.47631280187346703,0.19012772308646958,18,12.503306579022544,91.90604493686828,0.6137891672383525
123,5.296306021525009,-0.23171231361741662,0.5399285706348169,60,32.32659968802536,16.366132136197344,0.12281493563468159
124,8.495128026479462,-0.3152351268224587,1.463230913365693,26,94.91984542794263,61.88971964747393,0.4598265963699888
125,23.328207100728278,-0.7099327500038042,1.1951663202962814,19,75.19121105477375,88.20169201717631,0.13405158732483113
126,4.454165072727779,0.2649549190287397,1.1637784273787772,11,43.92765838592126,47.36089527527384,0.7110727545738037
127,23.81104413052836,-0.5002726009495571,1.0710600378646151,63,36.377288088093316,30.476135417822125,0.6708694438797949
128,17.339759662092984,-0.8784876160286628,1.018534544484897,71,6.09714880113793,2.8120003255491355,0.2662457576094887
129,5.750049585028342,0.8414078398361025,0.8061511264164317,21,66.78688076694658,52.32297931599498,0.22070206615888605
130,15.050621700528625,0.18759497261652602,1.2186394925896455,31,13.399010346579242,13.372154806005954,0.45358413768934774
131,26.23045213075291,-0.2142879469082677,1.2151462377225297,22,84.39743664382445,70.24732889408277,0.06840275620309398
132,26.460541417628512,-0.021450030097685424,0.5871670784841335,54,32.034805767134024,61.3708879560115,0.7408217600454711
133,8.68961101383203,-0.26566021604472434,1.405854198145223,98,20.43417648902902,57.437710491107744,0.05379198263553063
134,2.2026018788432413,0.5436659551212901,1.1449916873039447,18,19.648627328206057,67.77447054312954,0.6655650287972743
135,19.52942925512147,-0.8734649749979668,0.8530027922403631,66,21.93630368682401,64.80468014523338,0.055212626833292665
136,23.64311399436314,0.33582370977429976,0.7706060038180946,16,17.52594622024134,58.15553154382358,0.2786201248801463
137,16.606907954548987,-0.4820073033785468,1.3484868155805196,73,92.4901983507968,64.12260064733454,0.9683320517326002
138,13.491817254380301,0.22335614981853436,1.2582419948843175,41,88.83414613905892,62.590442519808555,0.14571952579656072
139,26.392697679677216,0.8842415129233512,0.6972146725419739,25,19.33531276067,55.872102517983116,0.6959598904872809
140,29.60647722120954,0.1327121928131607,0.34328513031768554,63,8.950402393168822,39.166891175700535,0.20661968927137725
141,7.608860945740476,0.3767602337253708,1.1582512981934066,72,53.495840205920345,91.02684066747942,0.42005252028167356
142,3.825102165080559,-0.9646940058263671,1.3252938909866223,33,3.547582352956058,8.282391342250184,0.11960682069716182
143,20.810714229442972,-0.029749776910980685,1.0315911373372448,1,63.11728816516838,83.84137307179725,0.7679215009056886
144,26.87116316430983,-0.8979942501375693,0.8544535169645672,43,32.44840829099949,1.373600695975219,0.19548183847510672
145,18.71546932289326,-0.6414316152888808,1.3143267232619429,77,42.890669088971144,44.53703936968175,0.08041907296263195
146,6.165891198418798,0.48437921739987067,0.8910190529524515,80,41.40116366913282,56.736043422796,0.6948229707534592
147,21.22044920818956,-0.4848049097177298,1.4192031747558256,65,6.873688249547172,52.94193713587041,0.26004535355598163
148,21.845578480556522,0.2754502228471851,1.554034789188047,53,20.631504261933575,25.08743287704891,0.09623263392413903
149,12.312025711444619,0.8382220439440886,1.2694662482223271,68,16.936074070179753,74.92674200653067,0.13806847690489754
150,4.846592181463378,0.8978322515167838,0.5213109973693142,64,1.736359144980948,10.445493678903507,0.4151996123163052
151,7.046670698317869,-0.5690380119221778,0.45694267890074364,33,84.62932215493117,18.046402744019197,0.2573307837117867
152,11.196753162490458,0.41602508980288366,1.2040839881037346,58,86.29911497624722,19.823348450142664,0.06858092947162966
153,8.44039677357004,-0.65769116094588,1.0226529715328943,82,14.211332897488127,23.55332532504194,0.09941080483307338
154,7.119427530774478,0.8266366726026384,1.2846946851407706,21,31.134103347373,68.75290287008356,0.44796055035485816
155,16.894670457637883,-0.8417115769301786,0.4212167803353552,43,87.77640551211994,12.405697241840352,0.061948490672133066
156,13.036481167308109,0.37210151504054134,1.235727558078908,73,15.277203467490263,15.34549854623003,0.20853978384727584
157,18.132020838861287,-0.23952720174704867,0.4523286676439082,97,78.25855168802474,10.381506454600409,0.05339375781813504
158,19.69926812958767,0.32367505359064896,1.4344650331983209,49,85.75952163001607,55.13634074105237,0.08156075579186013
159,22.07729852134964,0.9762018568275941,0.8190894626623799,74,5.605441570963965,46.14833803397108,0.9263986199156958
160,24.314991354931312,-0.03157597476014362,0.5003361833764212,94,78.46889525541194,28.60229805766352,0.2541778501548726
161,1.2031982379425294,0.04948072217075383,1.445385216419568,94,90.36922589335073,89.52350316054574,0.3392210825726494
162,3.201201235686559,0.24263497041972082,1.1492151600007305,78,81.18523993397265,15.598977101393963,0.4547876429225169
163,4.3816649718745095,0.024105467087431665,1.5021610590331451,24,98.96950358246262,84.79566594345889,0.05608815006184151
164,1.651432722747769,0.6652953909468868,1.1100522466839222,50,79.86610129026836,24.10113444670845,0.052902055128922085
165,21.65590118519502,-0.5124451503475966,0.05600533172651434,36,79.9366937490606,67.8471771618605,0.06485617962681976
166,28.680584297267938,-0.8832723458080511,0.9832296782744178,18,38.65809640232681,53.10262376578089,0.9137692022734091
167,12.854817962566441,-0.20641316116932495,0.921621297035741,35,41.39392311612525,50.206901724084496,0.3229183900976669
168,9.454079494467049,-0.40392946542266706,1.2622831429877654,74,9.322684106765067,64.06784422230825,0.06948962570685412
169,6.921784141789865,0.942018571741079,0.7324022716345548,45,13.338059122989854,79.94133708176298,0.16536915683047468
170,7.137337489064828,-0.04097910951644601,0.6224538733981012,33,4.106064335189108,62.01656763978527,0.07932610739458787
171,5.727342462332847,0.44850865255527905,0.8917765047941515,16,2.0618271213056483,15.43278311041022,0.06779388768105205
172,19.92303331913113,-0.4029419311889382,1.5623301525103959,15,48.880608079637355,24.54632806974486,0.23884950022760207
173,18.735943524342048,0.9174355203501157,0.7180039735046532,56,42.545520187128446,71.36199919582474,0.08061272455785515
174,27.37678007347324,0.5485861608158844,1.4371834789260782,25,22.40325877034186,94.00919799171109,0.5152014212340617
175,12.109241025510068,0.14824907951262745,0.1614360728086333,51,30.405781054183066,33.303250409406225,0.08404144183494955
176,0.10565887226361997,-0.4013231025523556,1.4820345030023143,10,76.45087794847728,45.12952297049018,0.38936241193500587
177,23.24342141102419,-0.7891429174091491,0.7421081334583177,2,60.68359813680675,5.215346956281975,0.05029479888663148
178,26.237677306301556,-0.9591514409261437,1.5405439600161825,73,59.73808382266053,73.77505987952773,0.24849019746671178
179,19.323242443442133,-0.19343975622421494,1.324262141235366,35,17.096273570154217,6.425974422719472,0.07288104061332
180,4.09839122552667,0.14307016016656182,1.1820785372592084,52,5.651036306833368,24.408771520811168,0.3525986462811095
181,29.401133444213418,-0.5665374438254167,0.5701081665292239,18,36.726298425561446,11.848223510256961,0.061751709166637345
182,19.30596609828785,-0.09631480101631906,0.9209558587047952,30,44.367118958790805,93.08165130146654,0.07740909525731834
183,28.465656708618486,0.4457338188440423,0.2654837349689295,2,52.65608206502195,97.65645106923601,0.6787446957234945
184,18.936131551361136,0.15523365148023083,0.9835701781932243,33,73.88346303589901,8.011913156640315,0.17216069505146028
185,26.146178321682733,-0.40977685599566693,0.43466586315387984,53,38.537883099601025,94.1272786610429,0.8348177081857745
186,13.829817050668053,-0.8355790168913624,1.0756501171207018,6,41.64776333426222,66.79183966584517,0.7339985824378659
187,7.757889603294314,0.20567902040414343,1.2118268568218298,28,75.97084703186651,1.2228748747182272,0.9813182965104039
188,10.749916989154002,-0.5133950887693988,0.7723035795896244,1,71.82058452467612,79.90579385334297,0.4433691570779734
189,29.960419810896155,-0.9420238020341354,1.5512199632433066,29,53.62908892705072,88.95367980001983,0.32431251422068197
190,21.368825903041987,-0.5065955612017539,0.8405204065405387,26,4.881962088763481,43.44937306054716,0.07620127988337827
191,22.423472184997166,-0.6881614951560733,1.0551791723013177,94,67.31391250617396,94.5348383357286,0.09833842342944311
192,14.207311205328576,0.5612884044450976,0.5694534375502917,15,93.14197466541656,29.66235656371906,0.09810262607049829
193,1.1674661712044865,-0.08126591954709039,0.8491878496905981,68,4.567218214436341,2.5937357868418442,0.6503478508133361
194,27.35321111312455,0.12783275766610047,0.5752594549260597,84,72.40911396640752,83.85123183240655,0.10313694224928631
195,17.900853141341045,-0.7631185243249357,1.0633494110760895,42,89.56610709781803,35.65135679443514,0.20408681569590686
196,29.336360795850823,0.17675851109144913,0.8779517402378457,89,97.2278997502287,4.913796592866881,0.16524795559781938
197,25.909540138277144,0.1953823522251279,1.553082163166455,78,54.654809749979215,55.04523138976576,0.051099925742476515
198,6.448665989616725,0.5988467131294242,1.434518801793951,8,55.939323193513836,69.68928816373615,0.18469356990044478
199,9.812221084427383,0.3114673063659381,0.8762533047980408,67,0.4117266405809006,76.89503847878832,0.27458513828337705
200,4.976114290895836,-0.04727207426692148,1.222656010189658,66,53.28033177229118,96.90149910307223,0.741641436622749
201,27.116400767384963,0.8569952676789978,0.9176125793170177,94,23.575354263954683,74.16337540352453,0.20840346551262612
202,7.380114019467917,0.9467809695897555,0.7234875702743427,28,2.797357888750762,9.902986289070537,0.10816586960882088
203,18.00908149530044,-0.7449075099476441,1.0970684103017054,80,13.96537650631865,81.11279722712047,0.8536119552037006
204,22.644855844361047,0.10364583434978125,0.5982158574187101,49,52.34712120215982,94.57158754755368,0.17579741329995266
205,20.75946247463163,0.05713304762238858,0.8319046624998385,34,94.91206806531387,59.848077421101266,0.10102327639860886
206,2.630575196332995,-0.7912022928958804,1.5115813866179146,71,67.19127804235015,9.251063840282992,0.2354687424730499
207,9.896584906526899,0.8051139719950975,1.0433225708741405,59,26.594442037305566,92.89227925114336,0.17646127559083588
208,11.99327785483726,-0.38572945668104053,1.3745095727705885,54,25.099248679610454,69.77289441899714,0.4318828527957995
209,23.135801160685368,0.7201135034026576,1.5227068871401432,36,53.29133093069169,60.75057656693623,0.31680784339744444
210,20.627906122968053,-0.7301344443337892,1.1273586831368052,94,26.14705169799728,90.96997796442487,0.08596551510143985
211,15.480911590944144,0.8576793394759792,1.2321408541323071,25,15.714271748041241,40.71302697386484,0.6930056556587839
212,3.219645733159015,-0.11589328062835746,1.5521768338869484,27,77.12090070342403,84.44926396235545,0.1593600377279895
213,11.06888057230456,0.26055080899812366,1.1224909470205284,96,51.735432225160295,2.080261710881448,0.23378652332836067
214,29.304773059133773,-0.8867116528835259,0.5957848563552093,79,48.20195712440282,32.81397853620811,0.2727506680270184
215,4.022438903664063,0.544090851904854,1.0862524806778633,88,97.587317029396,34.18431952096874,0.34970876658760724
216,25.12688745095505,-0.6855021717765615,1.3272637021096432,74,47.49215483275992,1.0308187903076416,0.1540812190361807
217,5.9686434180505366,-0.969596320439339,0.7265388181997912,40,38.67205989574306,65.59772949250447,0.5587853503123255
218,18.20816368192266,-0.31565554143938956,1.3717246153394311,92,50.655120209251905,4.4686968948323695,0.9127347454577519
219,8.691543451770894,0.28840851220956143,1.0865637401488406,70,13.869799549805073,51.02092793551895,0.6590074398649379
220,9.825375567742082,-0.8392413073058789,0.48743004973955156,73,90.26523106621298,65.20270529284596,0.1350110048980375
221,3.123843838297078,0.32323427946461214,1.3632953685170683,47,53.07392891423215,0.07619068101627491,0.1280842340838855
222,5.066518134713139,-0.37081667680847796,0.4275159142004013,58,96.53929209239186,48.53620082310921,0.2255456379302441
223,19.817977524583515,-0.27588390844853694,1.1296584421765725,37,32.08097124551594,13.642765856357219,0.1622235312047941
224,7.195065077155401,0.2971167772883536,1.541492394082799,50,2.670838817721033,79.92601657975202,0.7952251774386284
225,18.152545174929283,-0.7042072860395043,1.518191210153776,89,71.49421720089046,22.605719325808636,0.5295582115149235
226,2.8623066095966467,0.4077604935077981,1.4580900780405195,16,72.82218194188312,9.765135186848406,0.4670479559431447
227,24.551895244774748,0.7847806502359798,1.2864882075698838,17,39.562343266858214,13.378816649443582,0.2406785038287996
228,15.388524449898911,-0.7038137366834667,1.3277093456606432,23,52.87725302637523,46.03301817234981,0.07661503609173866
229,25.96077040230982,0.19931119254575536,1.0008352331573098,31,33.56829101798687,14.624252897453916,0.08548940725220129
230,10.701810253284707,0.8980435477711537,1.500850815156333,35,9.525039228572385,86.6747460933929,0.6113716441335724
231,13.22651146140384,0.85530581491155,0.655496543639161,11,62.93930836329339,2.752223693178668,0.8957707100606804
232,18.72395347723153,0.521720723860313,0.9413913078674807,34,80.64840445700122,41.32807133521909,0.1103686306732934
233,23.865017475592886,-0.3291238376100143,0.6075706213734865,39,39.9211043441872,0.15090896307121682,0.3733921335298201
234,28.845753766560343,-0.3967941238443531,1.4267609299582515,7,30.77284989935244,15.578498732405565,0.05917608464204388
235,4.841693783952096,-0.3024860603350783,0.5921292645491337,59,15.929830937746281,38.75054178253811,0.07617691874999764
236,29.960970354207472,-0.7582017957377876,1.1769218183545516,81,26.017623449993586,18.14229222883583,0.1146255923325113
237,7.849684777237939,0.18242193969435583,0.48855636868944075,28,12.236986804915674,94.1784644111765,0.6352199149437286
238,8.706222275923961,-0.6462424561984315,1.4185519383839817,52,55.295363212601586,68.15645350067744,0.38196202214114744
239,11.06223397205462,-0.10675482028954542,1.1740150225605313,39,77.74011521476318,37.694177118734764,0.06764140854928317
240,20.476703767984095,-0.9948339224302685,1.0913186350714525,13,22.299605682966817,98.21762100838447,0.3113460071477312
241,2.032263250683879,-0.5959795502172032,1.3631403464896583,94,94.19012911611692,30.234569844627945,0.19867824472913195
242,3.62772250123205,0.04439741440758782,0.6020603578562587,16,15.120257297898455,10.444691442191022,0.11303784638407066
243,16.838877737751673,0.34040503051607596,1.411992561411794,45,75.71333052251741,69.71774994505317,0.18034322826120003
244,9.563025302481186,-0.608721276130479,1.414528705521964,85,93.41121934900946,43.80374296584277,0.6828103000089452
245,9.038281447242053,-0.17271479596007433,1.4154478987391184,67,39.608341800797945,67.20664056776397,0.07086934276020193
246,27.835382939362532,-0.06489642695886677,0.4179025285073441,92,66.90265818105274,60.2323963631073,0.12312975417484844
247,29.454932728030915,-0.4815867082945071,1.1678539112418183,51,45.588729586387124,3.4027423308843785,0.2748962018984714
248,2.9331491880902267,-0.845163419277138,0.9788207020105412,43,68.43699756589491,34.5184661440744,0.11853146797004703
249,6.923719915143274,-0.9518427609714926,0.765251997110701,41,58.612039503016135,18.353753266178607,0.08110913922976512
250,8.491185828234023,-0.4418180540036525,0.6225211911822294,68,3.2137549872255367,98.81436831438221,0.06339124491528322
